segment,watch_races,buy_races,total_points,avg_points,stake_yen,payback_yen,profit_yen,roi_pct,hit_rate_pct,manshu_hit_rate_pct,over5000_hit_rate_pct,max_losing_streak,max_drawdown_yen
本命+準本命,10,0,0,,0,0,0,,,,,,
本命 40%以上,0,0,0,,0,0,0,,,,,,
準本命 38〜39.9%条件成立,0,0,0,,0,0,0,,,,,,
見送り,10,0,0,,0,0,0,,,,,,
