date,month,place_name,round,race_id,morning_rank,post_rate_pct,rule,buy,points,stake_yen,payback_yen,payout_yen,trifecta,hit,is_manshu,is_over5000,heads,axes,keshi,tickets,checks
2025-01-04,2025-01,江戸川,4,2025-01-040304,1,32.74,skip_missing_exhibition,0,0,0,0,1700,435,0,0,0,,,,,展示/1周6艇未満
2025-01-04,2025-01,鳴門,6,2025-01-041406,2,29.94,skip_rate_ng,0,0,0,0,1650,325,0,0,0,,,,,展示後38%未満:NG(29.94%)
2025-01-04,2025-01,若松,2,2025-01-042002,3,40.0,core,1,12,1200,0,4300,126,0,0,0,"6,4","4,2",3.0,425 426 452 614 621 624 625 641 642 645 652 654,展示後40%以上:OK(40.00%)
2025-01-04,2025-01,平和島,1,2025-01-040401,4,30.65,skip_rate_ng,0,0,0,0,3100,312,0,0,0,,,,,展示後38%未満:NG(30.65%)
2025-01-04,2025-01,多摩川,2,2025-01-040502,5,32.94,skip_rate_ng,0,0,0,0,12690,324,0,1,1,,,,,展示後38%未満:NG(32.94%)
2025-01-04,2025-01,住之江,4,2025-01-041204,6,35.11,skip_rate_ng,0,0,0,0,27450,465,0,1,1,,,,,展示後38%未満:NG(35.11%)
2025-01-04,2025-01,徳山,8,2025-01-041808,7,30.04,skip_rate_ng,0,0,0,0,8720,362,0,0,1,,,,,展示後38%未満:NG(30.04%)
2025-01-04,2025-01,福岡,4,2025-01-042204,8,38.72,skip_subcore_conditions_ng,0,0,0,0,7760,453,0,0,1,,,,,"展示後38〜39.9%:OK(38.72%) / 1号艇危険:OK / 1AI予測30.6% / 1逃げ29.6% / 1逃げ失敗55.6% / 1展示+周平均との差0.01 / 外頭2艇の2番手まで強い:OK(頭5,3,下限33.9) / 5/6絡み:OK / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2025-01-04,2025-01,常滑,8,2025-01-040808,9,36.31,skip_rate_ng,0,0,0,0,3600,523,0,0,0,,,,,展示後38%未満:NG(36.31%)
2025-01-04,2025-01,鳴門,5,2025-01-041405,10,37.52,skip_rate_ng,0,0,0,0,5760,354,0,0,1,,,,,展示後38%未満:NG(37.52%)
2025-01-05,2025-01,住之江,3,2025-01-051203,1,32.94,skip_rate_ng,0,0,0,0,3620,413,0,0,0,,,,,展示後38%未満:NG(32.94%)
2025-01-05,2025-01,蒲郡,1,2025-01-050701,2,33.91,skip_rate_ng,0,0,0,0,2820,162,0,0,0,,,,,展示後38%未満:NG(33.91%)
2025-01-05,2025-01,三国,10,2025-01-051010,3,32.65,skip_rate_ng,0,0,0,0,11350,435,0,1,1,,,,,展示後38%未満:NG(32.65%)
2025-01-05,2025-01,蒲郡,2,2025-01-050702,4,32.34,skip_rate_ng,0,0,0,0,7620,145,0,0,1,,,,,展示後38%未満:NG(32.34%)
2025-01-05,2025-01,江戸川,5,2025-01-050305,5,31.64,skip_missing_exhibition,0,0,0,0,5950,432,0,0,1,,,,,展示/1周6艇未満
2025-01-05,2025-01,平和島,7,2025-01-050407,6,34.55,skip_rate_ng,0,0,0,0,1890,432,0,0,0,,,,,展示後38%未満:NG(34.55%)
2025-01-05,2025-01,福岡,6,2025-01-052206,7,28.46,skip_rate_ng,0,0,0,0,4620,123,0,0,0,,,,,展示後38%未満:NG(28.46%)
2025-01-05,2025-01,江戸川,2,2025-01-050302,8,29.84,skip_missing_exhibition,0,0,0,0,3950,216,0,0,0,,,,,展示/1周6艇未満
2025-01-05,2025-01,平和島,4,2025-01-050404,9,34.3,skip_rate_ng,0,0,0,0,1810,236,0,0,0,,,,,展示後38%未満:NG(34.30%)
2025-01-05,2025-01,戸田,3,2025-01-050203,10,30.34,skip_rate_ng,0,0,0,0,13240,561,0,1,1,,,,,展示後38%未満:NG(30.34%)
2025-01-06,2025-01,江戸川,5,2025-01-060305,1,35.05,skip_missing_exhibition,0,0,0,0,9580,461,0,0,1,,,,,展示/1周6艇未満
2025-01-06,2025-01,徳山,9,2025-01-061809,2,39.92,skip_subcore_conditions_ng,0,0,0,0,13300,563,0,1,1,,,,,"展示後38〜39.9%:OK(39.92%) / 1号艇危険:OK / 1AI予測57.8% / 1逃げ18.9% / 1逃げ失敗59.5% / 1展示+周平均との差0.04 / 外頭2艇の2番手まで強い:NG(頭6,3,下限19.4) / 5/6絡み:OK / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2025-01-06,2025-01,若松,3,2025-01-062003,3,30.04,skip_rate_ng,0,0,0,0,13110,143,0,1,1,,,,,展示後38%未満:NG(30.04%)
2025-01-06,2025-01,平和島,2,2025-01-060402,4,38.9,skip_subcore_conditions_ng,0,0,0,0,11010,516,0,1,1,,,,,"展示後38〜39.9%:OK(38.90%) / 1号艇危険:OK / 1AI予測16.9% / 1逃げ20.8% / 1逃げ失敗50.0% / 1展示+周平均との差0.05 / 外頭2艇の2番手まで強い:OK(頭5,3,下限33.5) / 5/6絡み:OK / 内軸残り:NG(軸2) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2025-01-06,2025-01,若松,2,2025-01-062002,5,25.42,skip_rate_ng,0,0,0,0,2420,215,0,0,0,,,,,展示後38%未満:NG(25.42%)
2025-01-06,2025-01,蒲郡,4,2025-01-060704,6,29.85,skip_rate_ng,0,0,0,0,3170,453,0,0,0,,,,,展示後38%未満:NG(29.85%)
2025-01-06,2025-01,尼崎,3,2025-01-061303,7,25.24,skip_rate_ng,0,0,0,0,6770,264,0,0,1,,,,,展示後38%未満:NG(25.24%)
2025-01-06,2025-01,江戸川,7,2025-01-060307,8,30.54,skip_missing_exhibition,0,0,0,0,3900,145,0,0,0,,,,,展示/1周6艇未満
2025-01-06,2025-01,多摩川,1,2025-01-060501,9,26.54,skip_rate_ng,0,0,0,0,10830,245,0,1,1,,,,,展示後38%未満:NG(26.54%)
2025-01-06,2025-01,蒲郡,5,2025-01-060705,10,35.11,skip_rate_ng,0,0,0,0,7120,532,0,0,1,,,,,展示後38%未満:NG(35.11%)
2025-01-07,2025-01,下関,3,2025-01-071903,1,32.54,skip_missing_exhibition,0,0,0,0,42220,632,0,1,1,,,,,展示/1周6艇未満
2025-01-07,2025-01,福岡,6,2025-01-072206,2,34.86,skip_rate_ng,0,0,0,0,3900,234,0,0,0,,,,,展示後38%未満:NG(34.86%)
2025-01-07,2025-01,平和島,1,2025-01-070401,3,32.71,skip_rate_ng,0,0,0,0,1540,521,0,0,0,,,,,展示後38%未満:NG(32.71%)
2025-01-07,2025-01,大村,1,2025-01-072401,4,35.73,skip_rate_ng,0,0,0,0,1660,231,0,0,0,,,,,展示後38%未満:NG(35.73%)
2025-01-07,2025-01,蒲郡,3,2025-01-070703,5,30.29,skip_rate_ng,0,0,0,0,1090,245,0,0,0,,,,,展示後38%未満:NG(30.29%)
2025-01-07,2025-01,丸亀,3,2025-01-071503,6,31.54,skip_missing_exhibition,0,0,0,0,0,,0,0,0,,,,,展示/1周6艇未満
2025-01-07,2025-01,尼崎,10,2025-01-071310,7,30.57,skip_missing_exhibition,0,0,0,0,2700,321,0,0,0,,,,,展示/1周6艇未満
2025-01-07,2025-01,児島,7,2025-01-071607,8,35.11,skip_rate_ng,0,0,0,0,16270,321,0,1,1,,,,,展示後38%未満:NG(35.11%)
2025-01-07,2025-01,尼崎,5,2025-01-071305,9,25.92,skip_missing_exhibition,0,0,0,0,14650,321,0,1,1,,,,,展示/1周6艇未満
2025-01-07,2025-01,江戸川,6,2025-01-070306,10,30.57,skip_missing_exhibition,0,0,0,0,2180,153,0,0,0,,,,,展示/1周6艇未満
2025-01-08,2025-01,丸亀,3,2025-01-081503,1,35.73,skip_rate_ng,0,0,0,0,6740,541,0,0,1,,,,,展示後38%未満:NG(35.73%)
2025-01-08,2025-01,蒲郡,2,2025-01-080702,2,40.0,core,1,12,1200,0,3440,213,0,0,0,"3,5","2,5",4.0,315 325 326 351 352 356 362 365 521 523 526 532,展示後40%以上:OK(40.00%)
2025-01-08,2025-01,下関,1,2025-01-081901,3,32.94,skip_rate_ng,0,0,0,0,10970,514,0,1,1,,,,,展示後38%未満:NG(32.94%)
2025-01-08,2025-01,平和島,3,2025-01-080403,4,35.11,skip_rate_ng,0,0,0,0,10840,132,0,1,1,,,,,展示後38%未満:NG(35.11%)
2025-01-08,2025-01,唐津,8,2025-01-082308,5,29.84,skip_rate_ng,0,0,0,0,4120,316,0,0,0,,,,,展示後38%未満:NG(29.84%)
2025-01-08,2025-01,尼崎,2,2025-01-081302,6,27.74,skip_rate_ng,0,0,0,0,3450,246,0,0,0,,,,,展示後38%未満:NG(27.74%)
2025-01-08,2025-01,福岡,2,2025-01-082202,7,27.06,skip_rate_ng,0,0,0,0,800,213,0,0,0,,,,,展示後38%未満:NG(27.06%)
2025-01-08,2025-01,大村,1,2025-01-082401,8,31.29,skip_rate_ng,0,0,0,0,3570,251,0,0,0,,,,,展示後38%未満:NG(31.29%)
2025-01-08,2025-01,浜名湖,7,2025-01-080607,9,28.26,skip_rate_ng,0,0,0,0,16620,425,0,1,1,,,,,展示後38%未満:NG(28.26%)
2025-01-08,2025-01,児島,10,2025-01-081610,10,33.11,skip_rate_ng,0,0,0,0,2470,213,0,0,0,,,,,展示後38%未満:NG(33.11%)
2025-01-09,2025-01,平和島,3,2025-01-090403,1,25.61,skip_rate_ng,0,0,0,0,3340,321,0,0,0,,,,,展示後38%未満:NG(25.61%)
2025-01-09,2025-01,平和島,6,2025-01-090406,2,33.85,skip_rate_ng,0,0,0,0,1850,246,0,0,0,,,,,展示後38%未満:NG(33.85%)
2025-01-09,2025-01,児島,10,2025-01-091610,3,22.92,skip_missing_exhibition,0,0,0,0,4200,342,0,0,0,,,,,展示/1周6艇未満
2025-01-09,2025-01,浜名湖,6,2025-01-090606,4,34.86,skip_rate_ng,0,0,0,0,5720,136,0,0,1,,,,,展示後38%未満:NG(34.86%)
2025-01-09,2025-01,福岡,8,2025-01-092208,5,26.53,skip_rate_ng,0,0,0,0,34500,631,0,1,1,,,,,展示後38%未満:NG(26.53%)
2025-01-09,2025-01,児島,8,2025-01-091608,6,29.84,skip_missing_exhibition,0,0,0,0,1460,523,0,0,0,,,,,展示/1周6艇未満
2025-01-09,2025-01,唐津,8,2025-01-092308,7,25.34,skip_rate_ng,0,0,0,0,9440,153,0,0,1,,,,,展示後38%未満:NG(25.34%)
2025-01-09,2025-01,下関,3,2025-01-091903,8,37.83,skip_missing_exhibition,0,0,0,0,6680,152,0,0,1,,,,,展示/1周6艇未満
2025-01-09,2025-01,蒲郡,10,2025-01-090710,9,27.54,skip_rate_ng,0,0,0,0,74620,453,0,1,1,,,,,展示後38%未満:NG(27.54%)
2025-01-09,2025-01,唐津,5,2025-01-092305,10,24.56,skip_rate_ng,0,0,0,0,5000,132,0,0,1,,,,,展示後38%未満:NG(24.56%)
2025-01-10,2025-01,児島,8,2025-01-101608,1,35.7,skip_rate_ng,0,0,0,0,23780,465,0,1,1,,,,,展示後38%未満:NG(35.70%)
2025-01-10,2025-01,児島,3,2025-01-101603,2,27.04,skip_rate_ng,0,0,0,0,4440,231,0,0,0,,,,,展示後38%未満:NG(27.04%)
2025-01-10,2025-01,常滑,8,2025-01-100808,3,31.54,skip_missing_exhibition,0,0,0,0,4110,431,0,0,0,,,,,展示/1周6艇未満
2025-01-10,2025-01,唐津,8,2025-01-102308,4,27.44,skip_rate_ng,0,0,0,0,10880,253,0,1,1,,,,,展示後38%未満:NG(27.44%)
2025-01-10,2025-01,常滑,3,2025-01-100803,5,40.0,skip_missing_exhibition,0,0,0,0,3490,135,0,0,0,,,,,展示/1周6艇未満
2025-01-10,2025-01,浜名湖,1,2025-01-100601,6,25.04,skip_rate_ng,0,0,0,0,5130,321,0,0,1,,,,,展示後38%未満:NG(25.04%)
2025-01-10,2025-01,多摩川,1,2025-01-100501,7,30.54,skip_rate_ng,0,0,0,0,8700,145,0,0,1,,,,,展示後38%未満:NG(30.54%)
2025-01-10,2025-01,尼崎,5,2025-01-101305,8,32.67,skip_rate_ng,0,0,0,0,6930,352,0,0,1,,,,,展示後38%未満:NG(32.67%)
2025-01-10,2025-01,多摩川,4,2025-01-100504,9,37.05,skip_missing_exhibition,0,0,0,0,1150,346,0,0,0,,,,,展示/1周6艇未満
2025-01-10,2025-01,浜名湖,3,2025-01-100603,10,32.01,skip_rate_ng,0,0,0,0,1570,152,0,0,0,,,,,展示後38%未満:NG(32.01%)
2025-01-11,2025-01,多摩川,5,2025-01-110505,1,35.11,skip_rate_ng,0,0,0,0,1650,542,0,0,0,,,,,展示後38%未満:NG(35.11%)
2025-01-11,2025-01,丸亀,5,2025-01-111505,2,32.44,skip_rate_ng,0,0,0,0,4220,216,0,0,0,,,,,展示後38%未満:NG(32.44%)
2025-01-11,2025-01,多摩川,3,2025-01-110503,3,31.74,skip_rate_ng,0,0,0,0,3700,162,0,0,0,,,,,展示後38%未満:NG(31.74%)
2025-01-11,2025-01,宮島,3,2025-01-111703,4,28.13,skip_rate_ng,0,0,0,0,1410,231,0,0,0,,,,,展示後38%未満:NG(28.13%)
2025-01-11,2025-01,徳山,10,2025-01-111810,5,30.14,skip_rate_ng,0,0,0,0,4350,132,0,0,0,,,,,展示後38%未満:NG(30.14%)
2025-01-11,2025-01,浜名湖,8,2025-01-110608,6,33.64,skip_missing_exhibition,0,0,0,0,1400,134,0,0,0,,,,,展示/1周6艇未満
2025-01-11,2025-01,戸田,3,2025-01-110203,7,35.85,skip_rate_ng,0,0,0,0,12510,345,0,1,1,,,,,展示後38%未満:NG(35.85%)
2025-01-11,2025-01,戸田,4,2025-01-110204,8,20.44,skip_rate_ng,0,0,0,0,3340,213,0,0,0,,,,,展示後38%未満:NG(20.44%)
2025-01-11,2025-01,児島,5,2025-01-111605,9,33.91,skip_rate_ng,0,0,0,0,11360,513,0,1,1,,,,,展示後38%未満:NG(33.91%)
2025-01-11,2025-01,丸亀,3,2025-01-111503,10,31.94,skip_rate_ng,0,0,0,0,22260,643,0,1,1,,,,,展示後38%未満:NG(31.94%)
2025-01-12,2025-01,宮島,4,2025-01-121704,1,32.94,skip_rate_ng,0,0,0,0,6430,345,0,0,1,,,,,展示後38%未満:NG(32.94%)
2025-01-12,2025-01,住之江,8,2025-01-121208,2,32.34,skip_rate_ng,0,0,0,0,1590,126,0,0,0,,,,,展示後38%未満:NG(32.34%)
2025-01-12,2025-01,津,9,2025-01-120909,3,32.34,skip_missing_exhibition,0,0,0,0,1080,314,0,0,0,,,,,展示/1周6艇未満
2025-01-12,2025-01,多摩川,7,2025-01-120507,4,31.74,skip_rate_ng,0,0,0,0,2720,524,0,0,0,,,,,展示後38%未満:NG(31.74%)
2025-01-12,2025-01,児島,10,2025-01-121610,5,26.94,skip_rate_ng,0,0,0,0,1200,135,0,0,0,,,,,展示後38%未満:NG(26.94%)
2025-01-12,2025-01,浜名湖,2,2025-01-120602,6,28.12,skip_rate_ng,0,0,0,0,9540,215,0,0,1,,,,,展示後38%未満:NG(28.12%)
2025-01-12,2025-01,宮島,8,2025-01-121708,7,36.5,skip_rate_ng,0,0,0,0,3640,261,0,0,0,,,,,展示後38%未満:NG(36.50%)
2025-01-12,2025-01,丸亀,5,2025-01-121505,8,35.73,skip_rate_ng,0,0,0,0,5170,154,0,0,1,,,,,展示後38%未満:NG(35.73%)
2025-01-12,2025-01,津,8,2025-01-120908,9,30.64,skip_missing_exhibition,0,0,0,0,1280,134,0,0,0,,,,,展示/1周6艇未満
2025-01-12,2025-01,多摩川,2,2025-01-120502,10,32.94,skip_rate_ng,0,0,0,0,640,234,0,0,0,,,,,展示後38%未満:NG(32.94%)
2025-01-13,2025-01,戸田,3,2025-01-130203,1,40.0,core,1,12,1200,0,3490,236,0,0,0,"3,2","2,5",4.0,251 253 256 315 321 325 326 351 352 356 362 365,展示後40%以上:OK(40.00%)
2025-01-13,2025-01,戸田,6,2025-01-130206,2,32.94,skip_missing_exhibition,0,0,0,0,13090,162,0,1,1,,,,,展示/1周6艇未満
2025-01-13,2025-01,多摩川,2,2025-01-130502,3,33.91,skip_rate_ng,0,0,0,0,6120,521,0,0,1,,,,,展示後38%未満:NG(33.91%)
2025-01-13,2025-01,住之江,3,2025-01-131203,4,38.9,skip_subcore_conditions_ng,0,0,0,0,6190,325,0,0,1,,,,,"展示後38〜39.9%:OK(38.90%) / 1号艇危険:OK / 1AI予測11.5% / 1逃げ0.0% / 1逃げ失敗100.0% / 1展示+周平均との差-0.22 / 外頭2艇の2番手まで強い:OK(頭3,4,下限47.4) / 5/6絡み:NG / 内軸残り:NG(軸5) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2025-01-13,2025-01,宮島,5,2025-01-131705,5,35.73,skip_rate_ng,0,0,0,0,2360,234,0,0,0,,,,,展示後38%未満:NG(35.73%)
2025-01-13,2025-01,住之江,1,2025-01-131201,6,32.65,skip_rate_ng,0,0,0,0,770,123,0,0,0,,,,,展示後38%未満:NG(32.65%)
2025-01-13,2025-01,多摩川,4,2025-01-130504,7,33.91,skip_rate_ng,0,0,0,0,1110,356,0,0,0,,,,,展示後38%未満:NG(33.91%)
2025-01-13,2025-01,若松,4,2025-01-132004,8,35.73,skip_rate_ng,0,0,0,0,7310,264,0,0,1,,,,,展示後38%未満:NG(35.73%)
2025-01-13,2025-01,宮島,6,2025-01-131706,9,31.74,skip_rate_ng,0,0,0,0,2870,342,0,0,0,,,,,展示後38%未満:NG(31.74%)
2025-01-13,2025-01,若松,3,2025-01-132003,10,30.54,skip_rate_ng,0,0,0,0,4520,365,0,0,0,,,,,展示後38%未満:NG(30.54%)
2025-01-14,2025-01,津,11,2025-01-140911,1,32.54,skip_missing_exhibition,0,0,0,0,5670,546,0,0,1,,,,,展示/1周6艇未満
2025-01-14,2025-01,福岡,6,2025-01-142206,2,30.04,skip_rate_ng,0,0,0,0,3620,145,0,0,0,,,,,展示後38%未満:NG(30.04%)
2025-01-14,2025-01,津,7,2025-01-140907,3,35.7,skip_missing_exhibition,0,0,0,0,5470,231,0,0,1,,,,,展示/1周6艇未満
2025-01-14,2025-01,尼崎,2,2025-01-141302,4,33.91,skip_rate_ng,0,0,0,0,8790,354,0,0,1,,,,,展示後38%未満:NG(33.91%)
2025-01-14,2025-01,多摩川,2,2025-01-140502,5,32.94,skip_rate_ng,0,0,0,0,2250,245,0,0,0,,,,,展示後38%未満:NG(32.94%)
2025-01-14,2025-01,びわこ,1,2025-01-141101,6,31.34,skip_rate_ng,0,0,0,0,1920,154,0,0,0,,,,,展示後38%未満:NG(31.34%)
2025-01-14,2025-01,尼崎,9,2025-01-141309,7,32.74,skip_rate_ng,0,0,0,0,1050,235,0,0,0,,,,,展示後38%未満:NG(32.74%)
2025-01-14,2025-01,宮島,4,2025-01-141704,8,35.11,skip_rate_ng,0,0,0,0,9310,214,0,0,1,,,,,展示後38%未満:NG(35.11%)
2025-01-14,2025-01,びわこ,7,2025-01-141107,9,36.06,skip_rate_ng,0,0,0,0,1650,523,0,0,0,,,,,展示後38%未満:NG(36.06%)
2025-01-14,2025-01,住之江,6,2025-01-141206,10,30.32,skip_rate_ng,0,0,0,0,5230,214,0,0,1,,,,,展示後38%未満:NG(30.32%)
2025-01-15,2025-01,多摩川,7,2025-01-150507,1,38.47,skip_subcore_conditions_ng,0,0,0,0,1880,456,0,0,0,,,,,"展示後38〜39.9%:OK(38.47%) / 1号艇危険:OK / 1AI予測19.7% / 1逃げ0.0% / 1逃げ失敗100.0% / 1展示+周平均との差-0.27 / 外頭2艇の2番手まで強い:OK(頭4,5,下限30.2) / 5/6絡み:OK / 内軸残り:NG(軸1) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2025-01-15,2025-01,びわこ,2,2025-01-151102,2,34.86,skip_rate_ng,0,0,0,0,24480,156,0,1,1,,,,,展示後38%未満:NG(34.86%)
2025-01-15,2025-01,尼崎,1,2025-01-151301,3,30.56,skip_rate_ng,0,0,0,0,4480,346,0,0,0,,,,,展示後38%未満:NG(30.56%)
2025-01-15,2025-01,多摩川,5,2025-01-150505,4,38.9,skip_subcore_conditions_ng,0,0,0,0,1930,263,0,0,0,,,,,"展示後38〜39.9%:OK(38.90%) / 1号艇危険:OK / 1AI予測8.0% / 1逃げ7.7% / 1逃げ失敗69.2% / 1展示+周平均との差0.00 / 外頭2艇の2番手まで強い:OK(頭6,4,下限43.6) / 5/6絡み:OK / 内軸残り:NG(軸2) / 軸ルール:AI3連対率+一般3連対率の1位と3位（頭と重なる時はAI3連対率+一般3連対率の2位と3位で補完）"
2025-01-15,2025-01,尼崎,5,2025-01-151305,5,28.81,skip_rate_ng,0,0,0,0,1290,231,0,0,0,,,,,展示後38%未満:NG(28.81%)
2025-01-15,2025-01,びわこ,4,2025-01-151104,6,32.94,skip_rate_ng,0,0,0,0,2280,423,0,0,0,,,,,展示後38%未満:NG(32.94%)
2025-01-15,2025-01,三国,9,2025-01-151009,7,27.11,skip_rate_ng,0,0,0,0,850,125,0,0,0,,,,,展示後38%未満:NG(27.11%)
2025-01-15,2025-01,福岡,5,2025-01-152205,8,27.17,skip_rate_ng,0,0,0,0,1700,214,0,0,0,,,,,展示後38%未満:NG(27.17%)
2025-01-15,2025-01,蒲郡,2,2025-01-150702,9,28.42,skip_rate_ng,0,0,0,0,12630,432,0,1,1,,,,,展示後38%未満:NG(28.42%)
2025-01-15,2025-01,福岡,4,2025-01-152204,10,32.71,skip_rate_ng,0,0,0,0,15710,351,0,1,1,,,,,展示後38%未満:NG(32.71%)
2025-01-16,2025-01,蒲郡,5,2025-01-160705,1,30.24,skip_rate_ng,0,0,0,0,3640,346,0,0,0,,,,,展示後38%未満:NG(30.24%)
2025-01-16,2025-01,福岡,4,2025-01-162204,2,31.66,skip_rate_ng,0,0,0,0,7650,263,0,0,1,,,,,展示後38%未満:NG(31.66%)
2025-01-16,2025-01,びわこ,3,2025-01-161103,3,33.81,skip_rate_ng,0,0,0,0,7150,253,0,0,1,,,,,展示後38%未満:NG(33.81%)
2025-01-16,2025-01,福岡,8,2025-01-162208,4,33.3,skip_rate_ng,0,0,0,0,13790,526,0,1,1,,,,,展示後38%未満:NG(33.30%)
