place_name,boat_number,feature,feature_phase,bin,n,baseline_n,win_rate_pct,baseline_win_rate_pct,win_delta_pp,win_lift,win_label,top3_rate_pct,baseline_top3_rate_pct,top3_delta_pp,top3_lift,top3_label,overall_label,score_head,score_axis
びわこ,5,ai_prediction_pct,morning,50-60,1,7815,0.0,5.5406,-5.5406,0.0,サンプル不足,0.0,35.4319,-35.4319,0.0,サンプル不足,サンプル不足,-5.2636,-19.0
びわこ,5,ai_prediction_pct,morning,<20,7427,7815,4.7395,5.5406,-0.8012,0.8554,中立,33.7552,35.4319,-1.6766,0.9527,中立,中立,-0.7611,-1.5928
びわこ,5,chokusen_diff,preview,+0.05-0.10,816,7815,6.7402,5.5406,1.1996,1.2165,中立,36.6422,35.4319,1.2103,1.0342,中立,中立,0.8997,0.9077
びわこ,5,chokusen_diff,preview,+0.10-0.15,511,7815,6.0665,5.5406,0.5259,1.0949,中立,39.3346,35.4319,3.9028,1.1101,中立,中立,0.3944,2.9271
びわこ,5,chokusen_diff,preview,+0.15以上,362,7815,10.4972,5.5406,4.9566,1.8946,バフ,42.8177,35.4319,7.3858,1.2085,バフ,バフ,3.7175,5.5394
びわこ,5,chokusen_diff,preview,-0.05-+0.05,1724,7815,6.7865,5.5406,1.2459,1.2249,中立,34.3387,35.4319,-1.0931,0.9691,中立,中立,0.9344,-0.8198
びわこ,5,chokusen_diff,preview,-0.10--0.05,442,7815,4.0724,5.5406,-1.4682,0.735,中立,34.8416,35.4319,-0.5902,0.9833,中立,中立,-1.1012,-0.4427
びわこ,5,chokusen_diff,preview,-0.10以下,373,7815,3.4853,5.5406,-2.0554,0.629,中立,29.4906,35.4319,-5.9412,0.8323,デバフ,デバフ,-1.5415,-4.4559
びわこ,5,chokusen_rank_calc,preview,1位,860,7815,8.0233,5.5406,2.4826,1.4481,中立,40.1163,35.4319,4.6844,1.1322,中立,中立,1.862,3.5133
びわこ,5,chokusen_rank_calc,preview,2位,852,7815,6.2207,5.5406,0.68,1.1227,中立,36.9718,35.4319,1.54,1.0435,中立,中立,0.51,1.155
びわこ,5,chokusen_rank_calc,preview,3位,769,7815,7.0221,5.5406,1.4815,1.2674,中立,33.1599,35.4319,-2.2719,0.9359,中立,中立,1.1111,-1.7039
びわこ,5,chokusen_rank_calc,preview,4-6位,1747,7815,5.4951,5.5406,-0.0455,0.9918,中立,34.1156,35.4319,-1.3162,0.9629,中立,中立,-0.0341,-0.9872
びわこ,5,combo_diff,preview,+0.05-0.10,191,7815,8.377,5.5406,2.8363,1.5119,中立,43.4555,35.4319,8.0236,1.2265,バフ,バフ,3.5454,10.0295
びわこ,5,combo_diff,preview,+0.10-0.15,164,7815,6.7073,5.5406,1.1667,1.2106,中立,46.3415,35.4319,10.9096,1.3079,超バフ,超バフ,1.4584,13.637
びわこ,5,combo_diff,preview,+0.15以上,897,7815,12.4861,5.5406,6.9454,2.2535,超バフ,53.0658,35.4319,17.6339,1.4977,超バフ,超バフ,8.6818,22.0424
びわこ,5,combo_diff,preview,-0.05-+0.05,481,7815,5.8212,5.5406,0.2806,1.0506,中立,38.8773,35.4319,3.4455,1.0972,中立,中立,0.3507,4.3068
びわこ,5,combo_diff,preview,-0.10--0.05,244,7815,5.3279,5.5406,-0.2128,0.9616,中立,36.0656,35.4319,0.6337,1.0179,中立,中立,-0.2659,0.7921
びわこ,5,combo_diff,preview,-0.10以下,2120,7815,4.0566,5.5406,-1.484,0.7322,中立,26.5094,35.4319,-8.9224,0.7482,デバフ,デバフ,-1.855,-11.153
びわこ,5,general_3ren_pct,morning,20-30,1489,7815,3.2908,5.5406,-2.2498,0.5939,中立,26.7293,35.4319,-8.7025,0.7544,デバフ,デバフ,-2.2498,-8.7025
びわこ,5,general_3ren_pct,morning,30-40,1660,7815,4.5783,5.5406,-0.9623,0.8263,中立,36.506,35.4319,1.0742,1.0303,中立,中立,-0.9623,1.0742
びわこ,5,general_3ren_pct,morning,40-50,1280,7815,6.0156,5.5406,0.475,1.0857,中立,41.1719,35.4319,5.74,1.162,バフ,バフ,0.475,5.74
びわこ,5,general_3ren_pct,morning,50-60,1032,7815,9.3992,5.5406,3.8586,1.6964,バフ,47.6744,35.4319,12.2426,1.3455,超バフ,超バフ,3.8586,12.2426
びわこ,5,general_3ren_pct,morning,60+,905,7815,11.7127,5.5406,6.1721,2.114,超バフ,54.8066,35.4319,19.3748,1.5468,超バフ,超バフ,6.1721,19.3748
びわこ,5,general_3ren_pct,morning,<20,1440,7815,1.9444,5.5406,-3.5962,0.3509,デバフ,17.2917,35.4319,-18.1402,0.488,超デバフ,超デバフ,-3.5962,-18.1402
びわこ,5,isshu_diff,preview,+0.05-0.10,207,7815,7.2464,5.5406,1.7057,1.3079,中立,38.6473,35.4319,3.2155,1.0908,中立,中立,1.9616,3.6978
びわこ,5,isshu_diff,preview,+0.10-0.15,188,7815,7.9787,5.5406,2.4381,1.44,中立,47.3404,35.4319,11.9086,1.3361,超バフ,超バフ,2.8038,13.6948
びわこ,5,isshu_diff,preview,+0.15以上,863,7815,12.2827,5.5406,6.7421,2.2168,超バフ,52.8389,35.4319,17.4071,1.4913,超バフ,超バフ,7.7534,20.0181
びわこ,5,isshu_diff,preview,-0.05-+0.05,481,7815,5.6133,5.5406,0.0727,1.0131,中立,37.8378,35.4319,2.406,1.0679,中立,中立,0.0836,2.7669
びわこ,5,isshu_diff,preview,-0.10--0.05,267,7815,5.618,5.5406,0.0774,1.014,中立,38.5768,35.4319,3.1449,1.0888,中立,中立,0.089,3.6167
びわこ,5,isshu_diff,preview,-0.10以下,2091,7815,4.2085,5.5406,-1.3321,0.7596,中立,26.8771,35.4319,-8.5548,0.7586,デバフ,デバフ,-1.5319,-9.838
びわこ,5,isshu_rank_calc,preview,1位,334,7815,16.4671,5.5406,10.9264,2.9721,超バフ,58.982,35.4319,23.5502,1.6647,超バフ,超バフ,11.4728,21.0
びわこ,5,isshu_rank_calc,preview,2位,501,7815,8.5828,5.5406,3.0422,1.5491,バフ,48.1038,35.4319,12.6719,1.3576,超バフ,超バフ,3.1943,13.3055
びわこ,5,isshu_rank_calc,preview,3位,673,7815,8.1724,5.5406,2.6317,1.475,中立,43.685,35.4319,8.2531,1.2329,バフ,バフ,2.7633,8.6658
びわこ,5,isshu_rank_calc,preview,4-6位,2589,7815,4.3646,5.5406,-1.176,0.7877,中立,28.5825,35.4319,-6.8494,0.8067,デバフ,デバフ,-1.2348,-7.1919
びわこ,5,makurare_pct_year,morning,<20,7810,7815,5.5442,5.5406,0.0035,1.0006,中立,35.4417,35.4319,0.0099,1.0003,中立,中立,0.0023,0.0064
びわこ,5,makuri_pct_year,morning,20-30,8,7815,12.5,5.5406,6.9594,2.2561,サンプル不足,25.0,35.4319,-10.4319,0.7056,サンプル不足,サンプル不足,3.8277,-5.7375
びわこ,5,makuri_pct_year,morning,30-40,1,7815,0.0,5.5406,-5.5406,0.0,サンプル不足,100.0,35.4319,64.5681,2.8223,サンプル不足,サンプル不足,-3.0473,11.0
びわこ,5,makuri_pct_year,morning,<20,7801,7815,5.5378,5.5406,-0.0029,0.9995,中立,35.4442,35.4319,0.0123,1.0003,中立,中立,-0.0016,0.0068
びわこ,5,makurizashi_pct_year,morning,20-30,9,7815,0.0,5.5406,-5.5406,0.0,サンプル不足,55.5556,35.4319,20.1237,1.568,サンプル不足,サンプル不足,-3.0473,11.0
びわこ,5,makurizashi_pct_year,morning,<20,7801,7815,5.5506,5.5406,0.0099,1.0018,中立,35.4185,35.4319,-0.0133,0.9996,中立,中立,0.0055,-0.0073
びわこ,5,mawariashi_diff,preview,+0.05-0.10,290,7815,6.8966,5.5406,1.3559,1.2447,中立,42.4138,35.4319,6.9819,1.1971,バフ,バフ,1.1525,5.9346
びわこ,5,mawariashi_diff,preview,+0.10-0.15,178,7815,8.9888,5.5406,3.4481,1.6223,バフ,47.191,35.4319,11.7591,1.3319,超バフ,超バフ,2.9309,9.9953
びわこ,5,mawariashi_diff,preview,+0.15以上,180,7815,11.6667,5.5406,6.126,2.1057,超バフ,50.0,35.4319,14.5681,1.4112,超バフ,超バフ,5.2071,12.3829
びわこ,5,mawariashi_diff,preview,-0.05-+0.05,1000,7815,7.5,5.5406,1.9594,1.3536,中立,39.3,35.4319,3.8681,1.1092,中立,中立,1.6655,3.2879
びわこ,5,mawariashi_diff,preview,-0.10--0.05,598,7815,5.6856,5.5406,0.145,1.0262,中立,36.2876,35.4319,0.8558,1.0242,中立,中立,0.1232,0.7274
びわこ,5,mawariashi_diff,preview,-0.10以下,1982,7815,5.3481,5.5406,-0.1925,0.9653,中立,30.4743,35.4319,-4.9576,0.8601,中立,中立,-0.1636,-4.214
びわこ,5,mawariashi_rank_calc,preview,1位,134,7815,11.194,5.5406,5.6534,2.0204,バフ,45.5224,35.4319,10.0905,1.2848,超バフ,超バフ,4.8054,8.5769
びわこ,5,mawariashi_rank_calc,preview,2位,324,7815,8.9506,5.5406,3.41,1.6155,バフ,50.0,35.4319,14.5681,1.4112,超バフ,超バフ,2.8985,12.3829
びわこ,5,mawariashi_rank_calc,preview,3位,614,7815,8.1433,5.5406,2.6027,1.4697,中立,41.5309,35.4319,6.0991,1.1721,バフ,バフ,2.2123,5.1842
びわこ,5,mawariashi_rank_calc,preview,4-6位,3156,7815,5.6401,5.5406,0.0994,1.0179,中立,32.7313,35.4319,-2.7006,0.9238,中立,中立,0.0845,-2.2955
びわこ,5,nige_pct_year,morning,<20,7810,7815,5.5442,5.5406,0.0035,1.0006,中立,35.4417,35.4319,0.0099,1.0003,中立,中立,0.003,0.0084
びわこ,5,odds_prediction_pct,morning,20-30,349,7815,20.3438,5.5406,14.8032,3.6718,超バフ,71.3467,35.4319,35.9148,2.0136,超バフ,超バフ,11.1024,15.0
びわこ,5,odds_prediction_pct,morning,30-40,86,7815,25.5814,5.5406,20.0408,4.6171,超バフ,81.3953,35.4319,45.9635,2.2972,超バフ,超バフ,11.25,15.0
びわこ,5,odds_prediction_pct,morning,40-50,9,7815,44.4444,5.5406,38.9038,8.0216,サンプル不足,88.8889,35.4319,53.457,2.5087,サンプル不足,サンプル不足,11.25,15.0
びわこ,5,odds_prediction_pct,morning,50-60,6,7815,16.6667,5.5406,11.126,3.0081,サンプル不足,50.0,35.4319,14.5681,1.4112,サンプル不足,サンプル不足,8.3445,10.9261
びわこ,5,odds_prediction_pct,morning,60+,2,7815,0.0,5.5406,-5.5406,0.0,サンプル不足,50.0,35.4319,14.5681,1.4112,サンプル不足,サンプル不足,-4.1555,10.9261
びわこ,5,odds_prediction_pct,morning,<20,7280,7815,4.5742,5.5406,-0.9665,0.8256,中立,32.9533,35.4319,-2.4786,0.93,中立,中立,-0.7248,-1.8589
びわこ,5,sasare_pct_year,morning,<20,7810,7815,5.5442,5.5406,0.0035,1.0006,中立,35.4417,35.4319,0.0099,1.0003,中立,中立,0.0023,0.0064
びわこ,5,sashi_pct_year,morning,20-30,1,7815,0.0,5.5406,-5.5406,0.0,サンプル不足,100.0,35.4319,64.5681,2.8223,サンプル不足,サンプル不足,-3.0473,11.0
びわこ,5,sashi_pct_year,morning,<20,7809,7815,5.5449,5.5406,0.0043,1.0008,中立,35.4335,35.4319,0.0016,1.0,中立,中立,0.0023,0.0009
びわこ,5,st_rank_general,morning,2-3,897,7815,9.922,5.5406,4.3813,1.7908,バフ,43.9242,35.4319,8.4923,1.2397,バフ,バフ,3.7241,7.2185
びわこ,5,st_rank_general,morning,3-4,1852,7815,6.2095,5.5406,0.6689,1.1207,中立,34.9352,35.4319,-0.4967,0.986,中立,中立,0.5685,-0.4222
びわこ,5,st_rank_general,morning,4-5,444,7815,3.3784,5.5406,-2.1622,0.6097,中立,25.4505,35.4319,-9.9814,0.7183,デバフ,デバフ,-1.8379,-8.4842
びわこ,5,st_rank_general,morning,5+,21,7815,0.0,5.5406,-5.5406,0.0,サンプル不足,9.5238,35.4319,-25.9081,0.2688,サンプル不足,サンプル不足,-4.7095,-17.0
びわこ,5,st_rank_general,morning,<=2,16,7815,18.75,5.5406,13.2094,3.3841,サンプル不足,68.75,35.4319,33.3181,1.9403,サンプル不足,サンプル不足,11.228,17.0
びわこ,5,st_time_avg_general,morning,0.12-0.14,444,7815,9.9099,5.5406,4.3693,1.7886,バフ,46.8468,35.4319,11.415,1.3222,超バフ,超バフ,2.84,7.4197
びわこ,5,st_time_avg_general,morning,0.14-0.16,857,7815,8.4014,5.5406,2.8608,1.5163,中立,41.7736,35.4319,6.3418,1.179,バフ,バフ,1.8595,4.1221
びわこ,5,st_time_avg_general,morning,0.16-0.18,921,7815,6.2975,5.5406,0.7569,1.1366,中立,35.0706,35.4319,-0.3613,0.9898,中立,中立,0.492,-0.2348
びわこ,5,st_time_avg_general,morning,0.18+,933,7815,4.6088,5.5406,-0.9318,0.8318,中立,26.6881,35.4319,-8.7438,0.7532,デバフ,デバフ,-0.6057,-5.6834
びわこ,5,st_time_avg_general,morning,<=0.12,75,7815,6.6667,5.5406,1.126,1.2032,サンプル不足,38.6667,35.4319,3.2348,1.0913,サンプル不足,サンプル不足,0.7319,2.1026
びわこ,5,start_tenji_rank,preview,1位,1286,7815,7.3095,5.5406,1.7689,1.3193,中立,37.8694,35.4319,2.4375,1.0688,中立,中立,1.4151,1.95
びわこ,5,start_tenji_rank,preview,2位,1272,7815,5.2673,5.5406,-0.2733,0.9507,中立,37.3428,35.4319,1.9109,1.0539,中立,中立,-0.2187,1.5287
びわこ,5,start_tenji_rank,preview,3位,1303,7815,5.449,5.5406,-0.0917,0.9835,中立,36.0706,35.4319,0.6387,1.018,中立,中立,-0.0733,0.511
びわこ,5,start_tenji_rank,preview,4-6位,3887,7815,5.0424,5.5406,-0.4982,0.9101,中立,33.7021,35.4319,-1.7298,0.9512,中立,中立,-0.3985,-1.3838
びわこ,5,start_tenji_time,preview,-0.05-0.05,2476,7815,5.2504,5.5406,-0.2902,0.9476,中立,36.8336,35.4319,1.4017,1.0396,中立,中立,-0.2032,0.9812
びわこ,5,start_tenji_time,preview,0.05-0.10,1481,7815,5.4018,5.5406,-0.1389,0.9749,中立,35.1114,35.4319,-0.3205,0.991,中立,中立,-0.0972,-0.2243
びわこ,5,start_tenji_time,preview,0.10-0.15,1314,7815,5.4795,5.5406,-0.0612,0.989,中立,35.6925,35.4319,0.2607,1.0074,中立,中立,-0.0428,0.1825
びわこ,5,start_tenji_time,preview,0.15+,1789,7815,6.0928,5.5406,0.5522,1.0997,中立,33.5383,35.4319,-1.8936,0.9466,中立,中立,0.3865,-1.3255
びわこ,5,start_tenji_time,preview,F側<=-0.05,755,7815,5.5629,5.5406,0.0223,1.004,中立,35.4967,35.4319,0.0648,1.0018,中立,中立,0.0156,0.0454
びわこ,5,super_slit_alert,preview,false,7652,7815,5.3189,5.5406,-0.2218,0.96,中立,35.115,35.4319,-0.3169,0.9911,中立,中立,-0.2883,-0.4119
びわこ,5,super_slit_alert,preview,true,163,7815,15.9509,5.5406,10.4103,2.8789,超バフ,50.3067,35.4319,14.8749,1.4198,超バフ,超バフ,13.5334,19.3374
びわこ,5,tenji_diff,preview,+0.05-0.10,858,7815,8.042,5.5406,2.5013,1.4515,中立,41.3753,35.4319,5.9434,1.1677,バフ,バフ,2.7515,6.5378
びわこ,5,tenji_diff,preview,+0.10-0.15,134,7815,14.9254,5.5406,9.3847,2.6938,超バフ,43.2836,35.4319,7.8517,1.2216,バフ,超バフ,10.3232,8.6369
びわこ,5,tenji_diff,preview,+0.15以上,22,7815,9.0909,5.5406,3.5503,1.6408,サンプル不足,59.0909,35.4319,23.659,1.6677,サンプル不足,サンプル不足,3.9053,22.0
びわこ,5,tenji_diff,preview,-0.05-+0.05,5321,7815,5.2998,5.5406,-0.2409,0.9565,中立,36.2902,35.4319,0.8583,1.0242,中立,中立,-0.265,0.9441
びわこ,5,tenji_diff,preview,-0.10--0.05,1211,7815,4.3765,5.5406,-1.1641,0.7899,中立,28.3237,35.4319,-7.1082,0.7994,デバフ,デバフ,-1.2805,-7.819
びわこ,5,tenji_diff,preview,-0.10以下,269,7815,2.6022,5.5406,-2.9384,0.4697,中立,25.6506,35.4319,-9.7813,0.7239,デバフ,デバフ,-3.2322,-10.7594
びわこ,5,tenji_rank_calc,preview,1位,967,7815,8.5832,5.5406,3.0426,1.5491,バフ,40.1241,35.4319,4.6922,1.1324,中立,バフ,3.0426,4.6922
びわこ,5,tenji_rank_calc,preview,2位,1091,7815,6.8744,5.5406,1.3338,1.2407,中立,43.9963,35.4319,8.5645,1.2417,バフ,バフ,1.3338,8.5645
びわこ,5,tenji_rank_calc,preview,3位,1293,7815,7.1926,5.5406,1.6519,1.2982,中立,37.5097,35.4319,2.0778,1.0586,中立,中立,1.6519,2.0778
びわこ,5,tenji_rank_calc,preview,4-6位,4464,7815,4.0771,5.5406,-1.4636,0.7358,中立,31.7204,35.4319,-3.7114,0.8953,中立,中立,-1.4636,-3.7114
びわこ,5,tilt,preview,-0.5以下,3118,7815,4.8749,5.5406,-0.6657,0.8798,中立,35.0545,35.4319,-0.3773,0.9894,中立,中立,-0.1997,-0.1132
びわこ,5,tilt,preview,0,4184,7815,5.6644,5.5406,0.1238,1.0223,中立,35.1099,35.4319,-0.3219,0.9909,中立,中立,0.0371,-0.0966
びわこ,5,tilt,preview,0-0.5,423,7815,8.5106,5.5406,2.97,1.536,中立,41.3712,35.4319,5.9393,1.1676,バフ,バフ,0.891,1.7818
びわこ,5,tilt,preview,0.5超,90,7815,8.8889,5.5406,3.3483,1.6043,バフ,35.5556,35.4319,0.1237,1.0035,中立,バフ,1.0045,0.0371
びわこ,5,wave_height,morning,2-4cm,4242,7815,5.8699,5.5406,0.3292,1.0594,中立,35.6907,35.4319,0.2589,1.0073,中立,中立,0.1152,0.0906
びわこ,5,wave_height,morning,4-6cm,1299,7815,5.1578,5.5406,-0.3828,0.9309,中立,35.4119,35.4319,-0.02,0.9994,中立,中立,-0.134,-0.007
びわこ,5,wave_height,morning,6cm+,410,7815,4.878,5.5406,-0.6626,0.8804,中立,32.6829,35.4319,-2.7489,0.9224,中立,中立,-0.2319,-0.9621
びわこ,5,wave_height,morning,<2cm,1864,7815,5.2039,5.5406,-0.3368,0.9392,中立,35.4614,35.4319,0.0295,1.0008,中立,中立,-0.1179,0.0103
びわこ,5,wind_speed,morning,2-4m,3742,7815,5.5051,5.5406,-0.0355,0.9936,中立,35.7296,35.4319,0.2977,1.0084,中立,中立,-0.0124,0.1042
びわこ,5,wind_speed,morning,4-6m,1714,7815,5.776,5.5406,0.2353,1.0425,中立,35.5893,35.4319,0.1574,1.0044,中立,中立,0.0824,0.0551
びわこ,5,wind_speed,morning,6m+,288,7815,6.9444,5.5406,1.4038,1.2534,中立,33.3333,35.4319,-2.0985,0.9408,中立,中立,0.4913,-0.7345
びわこ,5,wind_speed,morning,<2m,2071,7815,5.2149,5.5406,-0.3258,0.9412,中立,35.0555,35.4319,-0.3763,0.9894,中立,中立,-0.114,-0.1317
びわこ,6,ai_3ren_pct,morning,20-30,1662,7815,1.2034,2.3033,-1.0999,0.5225,中立,20.3369,23.7748,-3.4378,0.8554,中立,中立,-1.0999,-3.4378
びわこ,6,ai_3ren_pct,morning,30-40,1091,7815,1.4665,2.3033,-0.8367,0.6367,中立,30.9808,23.7748,7.206,1.3031,バフ,バフ,-0.8367,7.206
びわこ,6,ai_3ren_pct,morning,40-50,661,7815,4.0847,2.3033,1.7815,1.7734,中立,43.8729,23.7748,20.0981,1.8454,超バフ,超バフ,1.7815,20.0
びわこ,6,ai_3ren_pct,morning,50-60,467,7815,5.3533,2.3033,3.0501,2.3242,バフ,51.606,23.7748,27.8312,2.1706,超バフ,超バフ,3.0501,20.0
びわこ,6,ai_3ren_pct,morning,60+,487,7815,15.4004,2.3033,13.0971,6.6863,超バフ,69.6099,23.7748,45.8351,2.9279,超バフ,超バフ,13.0971,20.0
びわこ,6,ai_3ren_pct,morning,<20,3364,7815,0.4756,2.3033,-1.8276,0.2065,中立,8.8288,23.7748,-14.946,0.3714,超デバフ,超デバフ,-1.8276,-14.946
びわこ,6,ai_plus,morning,100-120,474,7815,5.9072,2.3033,3.6039,2.5647,バフ,51.2658,23.7748,27.491,2.1563,超バフ,超バフ,4.1445,23.0
びわこ,6,ai_plus,morning,120-140,259,7815,11.583,2.3033,9.2797,5.029,超バフ,63.3205,23.7748,39.5457,2.6633,超バフ,超バフ,10.6717,23.0
びわこ,6,ai_plus,morning,140+,100,7815,26.0,2.3033,23.6967,11.2883,超バフ,82.0,23.7748,58.2252,3.449,超バフ,超バフ,17.25,23.0
びわこ,6,ai_plus,morning,60-80,1331,7815,2.2539,2.3033,-0.0493,0.9786,中立,29.3013,23.7748,5.5265,1.2325,バフ,バフ,-0.0567,6.3555
びわこ,6,ai_plus,morning,80-100,857,7815,3.3839,2.3033,1.0806,1.4692,中立,40.7235,23.7748,16.9487,1.7129,超バフ,超バフ,1.2427,19.491
びわこ,6,ai_plus,morning,<60,4700,7815,0.766,2.3033,-1.5373,0.3326,中立,13.0638,23.7748,-10.711,0.5495,超デバフ,超デバフ,-1.7679,-12.3176
びわこ,6,ai_plus_rank,morning,1位,67,7815,26.8657,2.3033,24.5624,11.6642,サンプル不足,80.597,23.7748,56.8222,3.39,サンプル不足,サンプル不足,17.25,23.0
びわこ,6,ai_plus_rank,morning,2位,261,7815,13.41,2.3033,11.1067,5.8222,超バフ,66.6667,23.7748,42.8919,2.8041,超バフ,超バフ,12.7727,23.0
びわこ,6,ai_plus_rank,morning,3位,493,7815,6.6937,2.3033,4.3904,2.9062,バフ,53.3469,23.7748,29.5721,2.2438,超バフ,超バフ,5.049,23.0
びわこ,6,ai_plus_rank,morning,4-6位,6900,7815,1.3478,2.3033,-0.9554,0.5852,中立,19.5797,23.7748,-4.1951,0.8235,中立,中立,-1.0988,-4.8243
びわこ,6,ai_prediction_pct,morning,20-30,104,7815,24.0385,2.3033,21.7352,10.4367,超バフ,75.9615,23.7748,52.1867,3.195,超バフ,超バフ,14.25,19.0
びわこ,6,ai_prediction_pct,morning,30-40,19,7815,31.5789,2.3033,29.2757,13.7105,サンプル不足,84.2105,23.7748,60.4357,3.542,サンプル不足,サンプル不足,14.25,19.0
びわこ,6,ai_prediction_pct,morning,40-50,13,7815,46.1538,2.3033,43.8506,20.0385,サンプル不足,84.6154,23.7748,60.8406,3.559,サンプル不足,サンプル不足,14.25,19.0
びわこ,6,ai_prediction_pct,morning,50-60,1,7815,100.0,2.3033,97.6967,43.4167,サンプル不足,100.0,23.7748,76.2252,4.2061,サンプル不足,サンプル不足,14.25,19.0
びわこ,6,ai_prediction_pct,morning,<20,7595,7815,1.8565,2.3033,-0.4468,0.806,中立,22.8571,23.7748,-0.9176,0.9614,中立,中立,-0.4244,-0.8718
びわこ,6,chokusen_diff,preview,+0.05-0.10,807,7815,2.8501,2.3033,0.5468,1.2374,中立,24.6592,23.7748,0.8844,1.0372,中立,中立,0.4101,0.6633
びわこ,6,chokusen_diff,preview,+0.10-0.15,582,7815,1.3746,2.3033,-0.9287,0.5968,中立,24.7423,23.7748,0.9675,1.0407,中立,中立,-0.6965,0.7256
びわこ,6,chokusen_diff,preview,+0.15以上,543,7815,3.4991,2.3033,1.1958,1.5192,中立,29.2818,23.7748,5.507,1.2316,バフ,バフ,0.8969,4.1302
びわこ,6,chokusen_diff,preview,-0.05-+0.05,1460,7815,1.7808,2.3033,-0.5224,0.7732,中立,23.4932,23.7748,-0.2816,0.9882,中立,中立,-0.3918,-0.2112
びわこ,6,chokusen_diff,preview,-0.10--0.05,432,7815,1.8519,2.3033,-0.4514,0.804,中立,21.5278,23.7748,-2.247,0.9055,中立,中立,-0.3386,-1.6853
びわこ,6,chokusen_diff,preview,-0.10以下,404,7815,0.9901,2.3033,-1.3132,0.4299,中立,16.5842,23.7748,-7.1906,0.6976,デバフ,デバフ,-0.9849,-5.393
びわこ,6,chokusen_rank_calc,preview,1位,1075,7815,2.4186,2.3033,0.1153,1.0501,中立,29.3953,23.7748,5.6206,1.2364,バフ,バフ,0.0865,4.2154
びわこ,6,chokusen_rank_calc,preview,2位,804,7815,2.6119,2.3033,0.3087,1.134,中立,21.6418,23.7748,-2.133,0.9103,中立,中立,0.2315,-1.5998
びわこ,6,chokusen_rank_calc,preview,3位,668,7815,2.6946,2.3033,0.3913,1.1699,中立,23.9521,23.7748,0.1773,1.0075,中立,中立,0.2935,0.133
びわこ,6,chokusen_rank_calc,preview,4-6位,1681,7815,1.3682,2.3033,-0.935,0.594,中立,21.1184,23.7748,-2.6564,0.8883,中立,中立,-0.7013,-1.9923
びわこ,6,combo_diff,preview,+0.05-0.10,201,7815,0.995,2.3033,-1.3082,0.432,中立,32.3383,23.7748,8.5635,1.3602,バフ,バフ,-1.6353,10.7044
びわこ,6,combo_diff,preview,+0.10-0.15,186,7815,1.6129,2.3033,-0.6904,0.7003,中立,25.2688,23.7748,1.494,1.0628,中立,中立,-0.8629,1.8675
びわこ,6,combo_diff,preview,+0.15以上,918,7815,4.1394,2.3033,1.8362,1.7972,中立,36.7102,23.7748,12.9354,1.5441,超バフ,超バフ,2.2952,16.1693
びわこ,6,combo_diff,preview,-0.05-+0.05,456,7815,1.9737,2.3033,-0.3296,0.8569,中立,23.9035,23.7748,0.1287,1.0054,中立,中立,-0.412,0.1609
びわこ,6,combo_diff,preview,-0.10--0.05,231,7815,1.2987,2.3033,-1.0046,0.5639,中立,21.645,23.7748,-2.1298,0.9104,中立,中立,-1.2557,-2.6622
びわこ,6,combo_diff,preview,-0.10以下,2105,7815,1.3777,2.3033,-0.9256,0.5981,中立,17.7672,23.7748,-6.0076,0.7473,デバフ,デバフ,-1.157,-7.5095
びわこ,6,general_3ren_pct,morning,20-30,1667,7815,1.4397,2.3033,-0.8636,0.6251,中立,22.2555,23.7748,-1.5192,0.9361,中立,中立,-0.8636,-1.5192
びわこ,6,general_3ren_pct,morning,30-40,1303,7815,1.9186,2.3033,-0.3846,0.833,中立,29.3937,23.7748,5.6189,1.2363,バフ,バフ,-0.3846,5.6189
びわこ,6,general_3ren_pct,morning,40-50,824,7815,4.8544,2.3033,2.5511,2.1076,中立,35.9223,23.7748,12.1475,1.5109,超バフ,超バフ,2.5511,12.1475
びわこ,6,general_3ren_pct,morning,50-60,539,7815,4.0816,2.3033,1.7784,1.7721,中立,46.0111,23.7748,22.2363,1.9353,超バフ,超バフ,1.7784,20.0
びわこ,6,general_3ren_pct,morning,60+,549,7815,7.8324,2.3033,5.5292,3.4006,バフ,46.0838,23.7748,22.309,1.9383,超バフ,超バフ,5.5292,20.0
びわこ,6,general_3ren_pct,morning,<20,2922,7815,0.8898,2.3033,-1.4135,0.3863,中立,10.4723,23.7748,-13.3025,0.4405,超デバフ,超デバフ,-1.4135,-13.3025
びわこ,6,isshu_diff,preview,+0.05-0.10,232,7815,2.5862,2.3033,0.2829,1.1228,中立,24.569,23.7748,0.7942,1.0334,中立,中立,0.3254,0.9133
びわこ,6,isshu_diff,preview,+0.10-0.15,168,7815,1.7857,2.3033,-0.5175,0.7753,中立,26.7857,23.7748,3.0109,1.1266,中立,中立,-0.5952,3.4626
びわこ,6,isshu_diff,preview,+0.15以上,927,7815,3.8835,2.3033,1.5802,1.6861,中立,36.4617,23.7748,12.6869,1.5336,超バフ,超バフ,1.8173,14.5899
びわこ,6,isshu_diff,preview,-0.05-+0.05,468,7815,2.1368,2.3033,-0.1665,0.9277,中立,26.9231,23.7748,3.1483,1.1324,中立,中立,-0.1915,3.6205
びわこ,6,isshu_diff,preview,-0.10--0.05,251,7815,1.1952,2.3033,-1.108,0.5189,中立,21.5139,23.7748,-2.2608,0.9049,中立,中立,-1.2743,-2.6
