place_name,boat_number,feature,feature_phase,bin,n,baseline_n,win_rate_pct,baseline_win_rate_pct,win_delta_pp,win_lift,win_label,top3_rate_pct,baseline_top3_rate_pct,top3_delta_pp,top3_lift,top3_label,overall_label,score_head,score_axis
__ALL__,1,ai_3ren_pct,morning,20-30,592,192282,9.2905,55.3947,-46.1041,0.1677,超デバフ,23.3108,81.8985,-58.5877,0.2846,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,ai_3ren_pct,morning,30-40,1747,192282,12.2496,55.3947,-43.1451,0.2211,超デバフ,34.1156,81.8985,-47.7828,0.4166,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,ai_3ren_pct,morning,40-50,4230,192282,16.9504,55.3947,-38.4443,0.306,超デバフ,45.1064,81.8985,-36.7921,0.5508,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,ai_3ren_pct,morning,50-60,9790,192282,23.1154,55.3947,-32.2793,0.4173,超デバフ,55.0358,81.8985,-26.8627,0.672,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,ai_3ren_pct,morning,60+,173822,192282,58.7463,55.3947,3.3516,1.0605,中立,85.0347,81.8985,3.1362,1.0383,中立,中立,3.3516,3.1362
__ALL__,1,ai_3ren_pct,morning,<20,126,192282,2.381,55.3947,-53.0137,0.043,超デバフ,7.9365,81.8985,-73.962,0.0969,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,ai_plus,morning,100-120,9047,192282,24.1627,55.3947,-31.232,0.4362,超デバフ,56.1181,81.8985,-25.7804,0.6852,超デバフ,超デバフ,-17.25,-23.0
__ALL__,1,ai_plus,morning,120-140,19967,192282,32.148,55.3947,-23.2466,0.5803,超デバフ,66.0089,81.8985,-15.8895,0.806,デバフ,超デバフ,-17.25,-18.273
__ALL__,1,ai_plus,morning,140+,155748,192282,61.4711,55.3947,6.0764,1.1097,バフ,86.7825,81.8985,4.884,1.0596,中立,バフ,6.9879,5.6166
__ALL__,1,ai_plus,morning,60-80,1221,192282,16.9533,55.3947,-38.4414,0.306,超デバフ,40.3767,81.8985,-41.5217,0.493,超デバフ,超デバフ,-17.25,-23.0
__ALL__,1,ai_plus,morning,80-100,3195,192282,19.8122,55.3947,-35.5825,0.3577,超デバフ,48.6072,81.8985,-33.2913,0.5935,超デバフ,超デバフ,-17.25,-23.0
__ALL__,1,ai_plus,morning,<60,867,192282,12.8028,55.3947,-42.5919,0.2311,超デバフ,29.4118,81.8985,-52.4867,0.3591,超デバフ,超デバフ,-17.25,-23.0
__ALL__,1,ai_plus_rank,morning,1位,150717,192282,62.2378,55.3947,6.8432,1.1235,バフ,86.8966,81.8985,4.9982,1.061,中立,バフ,7.8696,5.7479
__ALL__,1,ai_plus_rank,morning,2位,23958,192282,33.8634,55.3947,-21.5313,0.6113,超デバフ,69.626,81.8985,-12.2724,0.8502,デバフ,超デバフ,-17.25,-14.1133
__ALL__,1,ai_plus_rank,morning,3位,9550,192282,24.6492,55.3947,-30.7455,0.445,超デバフ,57.7068,81.8985,-24.1917,0.7046,超デバフ,超デバフ,-17.25,-23.0
__ALL__,1,ai_plus_rank,morning,4-6位,5820,192282,17.6289,55.3947,-37.7658,0.3182,超デバフ,43.9863,81.8985,-37.9122,0.5371,超デバフ,超デバフ,-17.25,-23.0
__ALL__,1,ai_prediction_pct,morning,20-30,14961,192282,24.7844,55.3947,-30.6102,0.4474,超デバフ,59.5415,81.8985,-22.357,0.727,超デバフ,超デバフ,-14.25,-19.0
__ALL__,1,ai_prediction_pct,morning,30-40,20750,192282,34.9928,55.3947,-20.4019,0.6317,超デバフ,70.2602,81.8985,-11.6382,0.8579,デバフ,超デバフ,-14.25,-11.0563
__ALL__,1,ai_prediction_pct,morning,40-50,25615,192282,44.1304,55.3947,-11.2643,0.7967,超デバフ,77.7708,81.8985,-4.1276,0.9496,中立,超デバフ,-10.7011,-3.9212
__ALL__,1,ai_prediction_pct,morning,50-60,30613,192282,54.1665,55.3947,-1.2282,0.9778,中立,84.1995,81.8985,2.3011,1.0281,中立,中立,-1.1667,2.186
__ALL__,1,ai_prediction_pct,morning,60+,90018,192282,72.621,55.3947,17.2264,1.311,超バフ,92.4015,81.8985,10.5031,1.1282,バフ,超バフ,14.25,9.9779
__ALL__,1,ai_prediction_pct,morning,<20,8567,192282,14.8593,55.3947,-40.5353,0.2682,超デバフ,42.8155,81.8985,-39.083,0.5228,超デバフ,超デバフ,-14.25,-19.0
__ALL__,1,chokusen_diff,preview,+0.05-0.10,17493,192282,58.3834,55.3947,2.9887,1.054,中立,83.6906,81.8985,1.7922,1.0219,中立,中立,2.2415,1.3441
__ALL__,1,chokusen_diff,preview,+0.10-0.15,8293,192282,59.1222,55.3947,3.7275,1.0673,中立,83.9744,81.8985,2.076,1.0253,中立,中立,2.7956,1.557
__ALL__,1,chokusen_diff,preview,+0.15以上,5789,192282,58.8012,55.3947,3.4065,1.0615,中立,83.5896,81.8985,1.6911,1.0206,中立,中立,2.5549,1.2683
__ALL__,1,chokusen_diff,preview,-0.05-+0.05,40339,192282,53.4123,55.3947,-1.9824,0.9642,中立,80.9936,81.8985,-0.9049,0.989,中立,中立,-1.4868,-0.6787
__ALL__,1,chokusen_diff,preview,-0.10--0.05,8252,192282,49.8425,55.3947,-5.5522,0.8998,デバフ,78.6597,81.8985,-3.2387,0.9605,中立,デバフ,-4.1642,-2.4291
__ALL__,1,chokusen_diff,preview,-0.10以下,4984,192282,47.5923,55.3947,-7.8024,0.8591,デバフ,77.2472,81.8985,-4.6513,0.9432,中立,デバフ,-5.8518,-3.4885
__ALL__,1,chokusen_rank_calc,preview,1位,27141,192282,59.4488,55.3947,4.0541,1.0732,中立,84.1273,81.8985,2.2289,1.0272,中立,中立,3.0406,1.6717
__ALL__,1,chokusen_rank_calc,preview,2位,16666,192282,55.8082,55.3947,0.4136,1.0075,中立,82.5633,81.8985,0.6648,1.0081,中立,中立,0.3102,0.4986
__ALL__,1,chokusen_rank_calc,preview,3位,12938,192282,53.1535,55.3947,-2.2412,0.9595,中立,80.8085,81.8985,-1.09,0.9867,中立,中立,-1.6809,-0.8175
__ALL__,1,chokusen_rank_calc,preview,4-6位,28405,192282,50.125,55.3947,-5.2697,0.9049,中立,78.8875,81.8985,-3.0109,0.9632,中立,中立,-3.9523,-2.2582
__ALL__,1,combo_diff,preview,+0.05-0.10,3916,192282,48.953,55.3947,-6.4417,0.8837,デバフ,77.5536,81.8985,-4.3448,0.9469,中立,デバフ,-8.0521,-5.431
__ALL__,1,combo_diff,preview,+0.10-0.15,4483,192282,49.2527,55.3947,-6.1419,0.8891,デバフ,79.2773,81.8985,-2.6212,0.968,中立,デバフ,-7.6774,-3.2765
__ALL__,1,combo_diff,preview,+0.15以上,66390,192282,59.3282,55.3947,3.9335,1.071,中立,84.7221,81.8985,2.8236,1.0345,中立,中立,4.9169,3.5295
__ALL__,1,combo_diff,preview,-0.05-+0.05,6107,192282,48.1906,55.3947,-7.2041,0.8699,デバフ,76.1913,81.8985,-5.7072,0.9303,中立,デバフ,-9.0051,-7.134
__ALL__,1,combo_diff,preview,-0.10--0.05,2324,192282,45.9983,55.3947,-9.3964,0.8304,デバフ,75.3442,81.8985,-6.5542,0.92,中立,デバフ,-11.7455,-8.1928
__ALL__,1,combo_diff,preview,-0.10以下,8237,192282,41.8235,55.3947,-13.5712,0.755,超デバフ,71.7494,81.8985,-10.149,0.8761,デバフ,超デバフ,-16.964,-12.6863
__ALL__,1,general_3ren_pct,morning,20-30,698,192282,23.639,55.3947,-31.7557,0.4267,超デバフ,47.5645,81.8985,-34.334,0.5808,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,general_3ren_pct,morning,30-40,1540,192282,23.2468,55.3947,-32.1479,0.4197,超デバフ,52.3377,81.8985,-29.5608,0.6391,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,general_3ren_pct,morning,40-50,3556,192282,29.0214,55.3947,-26.3733,0.5239,超デバフ,60.0675,81.8985,-21.831,0.7334,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,general_3ren_pct,morning,50-60,10038,192282,31.7494,55.3947,-23.6453,0.5731,超デバフ,64.6344,81.8985,-17.2641,0.7892,超デバフ,超デバフ,-15.0,-17.2641
__ALL__,1,general_3ren_pct,morning,60+,175438,192282,57.8985,55.3947,2.5038,1.0452,中立,83.9613,81.8985,2.0628,1.0252,中立,中立,2.5038,2.0628
__ALL__,1,general_3ren_pct,morning,<20,747,192282,16.8675,55.3947,-38.5272,0.3045,超デバフ,38.1526,81.8985,-43.7459,0.4659,超デバフ,超デバフ,-15.0,-20.0
__ALL__,1,hanshu_diff,preview,+0.05-0.10,434,192282,49.0783,55.3947,-6.3163,0.886,デバフ,78.8018,81.8985,-3.0966,0.9622,中立,デバフ,-4.4214,-2.1676
__ALL__,1,hanshu_diff,preview,+0.10-0.15,535,192282,48.0374,55.3947,-7.3573,0.8672,デバフ,75.7009,81.8985,-6.1975,0.9243,中立,デバフ,-5.1501,-4.3383
__ALL__,1,hanshu_diff,preview,+0.15以上,2273,192282,56.7532,55.3947,1.3585,1.0245,中立,83.238,81.8985,1.3395,1.0164,中立,中立,0.951,0.9377
__ALL__,1,hanshu_diff,preview,-0.05-+0.05,653,192282,41.6539,55.3947,-13.7408,0.7519,超デバフ,70.9035,81.8985,-10.9949,0.8657,デバフ,超デバフ,-9.6185,-7.6965
__ALL__,1,hanshu_diff,preview,-0.10--0.05,192,192282,42.1875,55.3947,-13.2072,0.7616,超デバフ,73.4375,81.8985,-8.461,0.8967,デバフ,超デバフ,-9.245,-5.9227
__ALL__,1,hanshu_diff,preview,-0.10以下,337,192282,37.3887,55.3947,-18.006,0.675,超デバフ,67.9525,81.8985,-13.9459,0.8297,デバフ,超デバフ,-10.5,-9.7622
__ALL__,1,hanshu_rank_calc,preview,1位,1900,192282,57.5263,55.3947,2.1316,1.0385,中立,83.9474,81.8985,2.0489,1.025,中立,中立,1.4921,1.4342
__ALL__,1,hanshu_rank_calc,preview,2位,1031,192282,50.0485,55.3947,-5.3462,0.9035,中立,78.2735,81.8985,-3.6249,0.9557,中立,中立,-3.7423,-2.5375
__ALL__,1,hanshu_rank_calc,preview,3位,635,192282,45.9843,55.3947,-9.4104,0.8301,デバフ,74.1732,81.8985,-7.7252,0.9057,中立,デバフ,-6.5873,-5.4077
__ALL__,1,hanshu_rank_calc,preview,4-6位,858,192282,39.3939,55.3947,-16.0007,0.7112,超デバフ,69.8135,81.8985,-12.0849,0.8524,デバフ,超デバフ,-10.5,-8.4595
__ALL__,1,isshu_diff,preview,+0.05-0.10,4090,192282,50.9535,55.3947,-4.4411,0.9198,中立,78.5575,81.8985,-3.341,0.9592,中立,中立,-5.1073,-3.8422
__ALL__,1,isshu_diff,preview,+0.10-0.15,4704,192282,49.4685,55.3947,-5.9261,0.893,デバフ,79.2092,81.8985,-2.6893,0.9672,中立,デバフ,-6.8151,-3.0927
__ALL__,1,isshu_diff,preview,+0.15以上,65525,192282,59.1286,55.3947,3.7339,1.0674,中立,84.6028,81.8985,2.7044,1.033,中立,中立,4.294,3.11
__ALL__,1,isshu_diff,preview,-0.05-+0.05,6512,192282,48.6947,55.3947,-6.7,0.8791,デバフ,76.7045,81.8985,-5.1939,0.9366,中立,デバフ,-7.705,-5.973
__ALL__,1,isshu_diff,preview,-0.10--0.05,2366,192282,45.3085,55.3947,-10.0861,0.8179,デバフ,74.2181,81.8985,-7.6804,0.9062,中立,デバフ,-11.5991,-8.8324
__ALL__,1,isshu_diff,preview,-0.10以下,8260,192282,43.2446,55.3947,-12.1501,0.7807,超デバフ,72.954,81.8985,-8.9445,0.8908,デバフ,超デバフ,-13.9726,-10.2861
__ALL__,1,isshu_rank_calc,preview,1位,45293,192282,61.6409,55.3947,6.2462,1.1128,バフ,85.989,81.8985,4.0905,1.0499,中立,バフ,6.5585,4.2951
__ALL__,1,isshu_rank_calc,preview,2位,19912,192282,53.4452,55.3947,-1.9495,0.9648,中立,81.5187,81.8985,-0.3798,0.9954,中立,中立,-2.047,-0.3988
__ALL__,1,isshu_rank_calc,preview,3位,11590,192282,49.9396,55.3947,-5.4551,0.9015,中立,78.1881,81.8985,-3.7104,0.9547,中立,中立,-5.7278,-3.8959
__ALL__,1,isshu_rank_calc,preview,4-6位,14662,192282,45.1576,55.3947,-10.2371,0.8152,デバフ,74.4169,81.8985,-7.4816,0.9086,中立,デバフ,-10.749,-7.8557
__ALL__,1,makurare_pct_year,morning,20-30,32485,192282,43.5216,55.3947,-11.8731,0.7857,超デバフ,75.0162,81.8985,-6.8823,0.916,中立,超デバフ,-7.7175,-4.4735
__ALL__,1,makurare_pct_year,morning,30-40,11077,192282,35.5241,55.3947,-19.8706,0.6413,超デバフ,67.3738,81.8985,-14.5246,0.8227,デバフ,超デバフ,-9.75,-9.441
__ALL__,1,makurare_pct_year,morning,40-50,3358,192282,30.4943,55.3947,-24.9003,0.5505,超デバフ,61.1971,81.8985,-20.7013,0.7472,超デバフ,超デバフ,-9.75,-13.0
__ALL__,1,makurare_pct_year,morning,50-60,1450,192282,26.2759,55.3947,-29.1188,0.4743,超デバフ,52.3448,81.8985,-29.5536,0.6391,超デバフ,超デバフ,-9.75,-13.0
__ALL__,1,makurare_pct_year,morning,60+,734,192282,20.5722,55.3947,-34.8225,0.3714,超デバフ,46.1853,81.8985,-35.7132,0.5639,超デバフ,超デバフ,-9.75,-13.0
__ALL__,1,makurare_pct_year,morning,<20,142946,192282,60.7376,55.3947,5.3429,1.0965,中立,85.6113,81.8985,3.7129,1.0453,中立,中立,3.4729,2.4134
__ALL__,1,makuri_pct_year,morning,<20,192050,192282,55.4288,55.3947,0.0341,1.0006,中立,81.9386,81.8985,0.0401,1.0005,中立,中立,0.0188,0.0221
__ALL__,1,makurizashi_pct_year,morning,<20,192050,192282,55.4288,55.3947,0.0341,1.0006,中立,81.9386,81.8985,0.0401,1.0005,中立,中立,0.0188,0.0221
__ALL__,1,mawariashi_diff,preview,+0.05-0.10,11610,192282,53.9621,55.3947,-1.4326,0.9741,中立,81.0939,81.8985,-0.8046,0.9902,中立,中立,-1.2177,-0.6839
__ALL__,1,mawariashi_diff,preview,+0.10-0.15,11780,192282,56.4092,55.3947,1.0145,1.0183,中立,82.4618,81.8985,0.5633,1.0069,中立,中立,0.8623,0.4788
__ALL__,1,mawariashi_diff,preview,+0.15以上,37058,192282,59.979,55.3947,4.5843,1.0828,中立,84.983,81.8985,3.0845,1.0377,中立,中立,3.8966,2.6219
__ALL__,1,mawariashi_diff,preview,-0.05-+0.05,17982,192282,52.4858,55.3947,-2.9089,0.9475,中立,80.5528,81.8985,-1.3457,0.9836,中立,中立,-2.4725,-1.1438
__ALL__,1,mawariashi_diff,preview,-0.10--0.05,5712,192282,50.3326,55.3947,-5.062,0.9086,中立,78.3789,81.8985,-3.5196,0.957,中立,中立,-4.3027,-2.9917
__ALL__,1,mawariashi_diff,preview,-0.10以下,11551,192282,47.3119,55.3947,-8.0828,0.8541,デバフ,76.0887,81.8985,-5.8098,0.9291,中立,デバフ,-6.8703,-4.9383
__ALL__,1,mawariashi_rank_calc,preview,1位,37327,192282,60.3049,55.3947,4.9102,1.0886,中立,84.8742,81.8985,2.9758,1.0363,中立,中立,4.1737,2.5294
__ALL__,1,mawariashi_rank_calc,preview,2位,18989,192282,55.0793,55.3947,-0.3154,0.9943,中立,82.2476,81.8985,0.3492,1.0043,中立,中立,-0.2681,0.2968
__ALL__,1,mawariashi_rank_calc,preview,3位,13049,192282,53.3068,55.3947,-2.0879,0.9623,中立,80.8874,81.8985,-1.011,0.9877,中立,中立,-1.7747,-0.8594
__ALL__,1,mawariashi_rank_calc,preview,4-6位,26328,192282,49.3391,55.3947,-6.0556,0.8907,デバフ,77.936,81.8985,-3.9624,0.9516,中立,デバフ,-5.1472,-3.3681
__ALL__,1,nige_pct_year,morning,20-30,16224,192282,33.3087,55.3947,-22.086,0.6013,超デバフ,67.6467,81.8985,-14.2518,0.826,デバフ,超デバフ,-12.75,-12.114
__ALL__,1,nige_pct_year,morning,30-40,24007,192282,40.1841,55.3947,-15.2106,0.7254,超デバフ,73.3786,81.8985,-8.5199,0.896,デバフ,超デバフ,-12.75,-7.2419
__ALL__,1,nige_pct_year,morning,40-50,29665,192282,49.2264,55.3947,-6.1683,0.8886,デバフ,79.5955,81.8985,-2.303,0.9719,中立,デバフ,-5.2431,-1.9575
__ALL__,1,nige_pct_year,morning,50-60,39197,192282,58.4075,55.3947,3.0129,1.0544,中立,85.3254,81.8985,3.4269,1.0418,中立,中立,2.5609,2.9129
__ALL__,1,nige_pct_year,morning,60+,73183,192282,70.2677,55.3947,14.873,1.2685,超バフ,90.398,81.8985,8.4996,1.1038,バフ,超バフ,12.6421,7.2246
__ALL__,1,nige_pct_year,morning,<20,9774,192282,25.3632,55.3947,-30.0315,0.4579,超デバフ,56.8754,81.8985,-25.0231,0.6945,超デバフ,超デバフ,-12.75,-17.0
__ALL__,1,odds_prediction_pct,morning,20-30,30317,192282,32.4966,55.3947,-22.8981,0.5866,超デバフ,67.2329,81.8985,-14.6656,0.8209,デバフ,超デバフ,-11.25,-10.9992
__ALL__,1,odds_prediction_pct,morning,30-40,34298,192282,46.5246,55.3947,-8.8701,0.8399,デバフ,79.3603,81.8985,-2.5381,0.969,中立,デバフ,-6.6526,-1.9036
__ALL__,1,odds_prediction_pct,morning,40-50,33819,192282,57.0182,55.3947,1.6236,1.0293,中立,85.0646,81.8985,3.1661,1.0387,中立,中立,1.2177,2.3746
__ALL__,1,odds_prediction_pct,morning,50-60,33728,192282,66.7487,55.3947,11.354,1.205,超バフ,90.0854,81.8985,8.1869,1.1,中立,超バフ,8.5155,6.1402
__ALL__,1,odds_prediction_pct,morning,60+,45118,192282,78.2681,55.3947,22.8734,1.4129,超バフ,94.5565,81.8985,12.658,1.1546,バフ,超バフ,11.25,9.4935
__ALL__,1,odds_prediction_pct,morning,<20,13244,192282,19.4956,55.3947,-35.8991,0.3519,超デバフ,49.9396,81.8985,-31.9589,0.6098,超デバフ,超デバフ,-11.25,-15.0
__ALL__,1,sasare_pct_year,morning,20-30,27129,192282,38.9214,55.3947,-16.4732,0.7026,超デバフ,72.3285,81.8985,-9.57,0.8831,デバフ,超デバフ,-9.75,-6.2205
__ALL__,1,sasare_pct_year,morning,30-40,6517,192282,30.9959,55.3947,-24.3988,0.5595,超デバフ,65.3368,81.8985,-16.5617,0.7978,超デバフ,超デバフ,-9.75,-10.7651
__ALL__,1,sasare_pct_year,morning,40-50,1302,192282,26.7281,55.3947,-28.6666,0.4825,超デバフ,61.9816,81.8985,-19.9169,0.7568,超デバフ,超デバフ,-9.75,-12.946
__ALL__,1,sasare_pct_year,morning,50-60,302,192282,29.4702,55.3947,-25.9245,0.532,超デバフ,56.9536,81.8985,-24.9448,0.6954,超デバフ,超デバフ,-9.75,-13.0
__ALL__,1,sasare_pct_year,morning,60+,107,192282,28.972,55.3947,-26.4227,0.523,超デバフ,51.4019,81.8985,-30.4966,0.6276,超デバフ,超デバフ,-9.75,-13.0
__ALL__,1,sasare_pct_year,morning,<20,156693,192282,59.6096,55.3947,4.2149,1.0761,中立,84.5277,81.8985,2.6292,1.0321,中立,中立,2.7397,1.709
__ALL__,1,sashi_pct_year,morning,<20,192050,192282,55.4288,55.3947,0.0341,1.0006,中立,81.9386,81.8985,0.0401,1.0005,中立,中立,0.0188,0.0221
__ALL__,1,st_rank_general,morning,2-3,44249,192282,59.6737,55.3947,4.279,1.0772,中立,84.985,81.8985,3.0865,1.0377,中立,中立,3.6371,2.6235
__ALL__,1,st_rank_general,morning,3-4,26687,192282,48.4393,55.3947,-6.9554,0.8744,デバフ,77.3148,81.8985,-4.5837,0.944,中立,デバフ,-5.9121,-3.8961
__ALL__,1,st_rank_general,morning,4-5,2708,192282,35.7829,55.3947,-19.6118,0.646,超デバフ,67.356,81.8985,-14.5425,0.8224,デバフ,超デバフ,-12.75,-12.3611
__ALL__,1,st_rank_general,morning,5+,199,192282,20.1005,55.3947,-35.2942,0.3629,超デバフ,44.2211,81.8985,-37.6774,0.54,超デバフ,超デバフ,-12.75,-17.0
__ALL__,1,st_rank_general,morning,<=2,3833,192282,66.3188,55.3947,10.9241,1.1972,バフ,88.3903,81.8985,6.4918,1.0793,中立,バフ,9.2855,5.5181
__ALL__,1,st_time_avg_general,morning,0.12-0.14,19754,192282,63.1315,55.3947,7.7368,1.1397,バフ,86.8786,81.8985,4.9801,1.0608,中立,バフ,5.0289,3.2371
__ALL__,1,st_time_avg_general,morning,0.14-0.16,28226,192282,56.579,55.3947,1.1844,1.0214,中立,83.2282,81.8985,1.3298,1.0162,中立,中立,0.7698,0.8643
__ALL__,1,st_time_avg_general,morning,0.16-0.18,16502,192282,47.9336,55.3947,-7.4611,0.8653,デバフ,77.2876,81.8985,-4.6109,0.9437,中立,デバフ,-4.8497,-2.9971
__ALL__,1,st_time_avg_general,morning,0.18+,7812,192282,37.276,55.3947,-18.1187,0.6729,超デバフ,68.5228,81.8985,-13.3757,0.8367,デバフ,超デバフ,-9.75,-8.6942
__ALL__,1,st_time_avg_general,morning,<=0.12,5381,192282,67.2737,55.3947,11.8791,1.2144,超バフ,88.7753,81.8985,6.8769,1.084,中立,超バフ,7.7214,4.47
__ALL__,1,start_tenji_rank,preview,1位,40829,192282,58.1841,55.3947,2.7895,1.0504,中立,84.32,81.8985,2.4215,1.0296,中立,中立,2.2316,1.9372
__ALL__,1,start_tenji_rank,preview,2位,30866,192282,56.6773,55.3947,1.2826,1.0232,中立,83.072,81.8985,1.1735,1.0143,中立,中立,1.0261,0.9388
__ALL__,1,start_tenji_rank,preview,3位,30513,192282,56.1302,55.3947,0.7355,1.0133,中立,82.3387,81.8985,0.4402,1.0054,中立,中立,0.5884,0.3522
__ALL__,1,start_tenji_rank,preview,4-6位,87754,192282,53.2785,55.3947,-2.1162,0.9618,中立,80.1468,81.8985,-1.7517,0.9786,中立,中立,-1.693,-1.4014
__ALL__,1,start_tenji_time,preview,-0.05-0.05,66114,192282,57.9771,55.3947,2.5824,1.0466,中立,84.0548,81.8985,2.1564,1.0263,中立,中立,1.8077,1.5094
__ALL__,1,start_tenji_time,preview,0.05-0.10,38367,192282,56.9057,55.3947,1.511,1.0273,中立,82.9489,81.8985,1.0504,1.0128,中立,中立,1.0577,0.7353
__ALL__,1,start_tenji_time,preview,0.10-0.15,31003,192282,54.8528,55.3947,-0.5419,0.9902,中立,81.4857,81.8985,-0.4128,0.995,中立,中立,-0.3793,-0.289
__ALL__,1,start_tenji_time,preview,0.15+,36911,192282,49.5923,55.3947,-5.8024,0.8953,デバフ,77.4512,81.8985,-4.4473,0.9457,中立,デバフ,-4.0617,-3.1131
__ALL__,1,start_tenji_time,preview,F側<=-0.05,19754,192282,55.4774,55.3947,0.0827,1.0015,中立,81.6088,81.8985,-0.2897,0.9965,中立,中立,0.0579,-0.2028
__ALL__,1,super_slit_alert,preview,false,192282,192282,55.3947,55.3947,0.0,1.0,中立,81.8985,81.8985,0.0,1.0,中立,中立,0.0,0.0
__ALL__,1,tenji_diff,preview,+0.05-0.10,35064,192282,62.3546,55.3947,6.9599,1.1256,バフ,85.9657,81.8985,4.0672,1.0497,中立,バフ,7.6559,4.4739
__ALL__,1,tenji_diff,preview,+0.10-0.15,5346,192282,64.1414,55.3947,8.7467,1.1579,バフ,86.7939,81.8985,4.8954,1.0598,中立,バフ,9.6214,5.3849
__ALL__,1,tenji_diff,preview,+0.15以上,600,192282,62.3333,55.3947,6.9387,1.1253,バフ,86.5,81.8985,4.6015,1.0562,中立,バフ,7.6325,5.0617
__ALL__,1,tenji_diff,preview,-0.05-+0.05,140225,192282,54.4482,55.3947,-0.9465,0.9829,中立,81.5233,81.8985,-0.3752,0.9954,中立,中立,-1.0411,-0.4127
__ALL__,1,tenji_diff,preview,-0.10--0.05,9741,192282,41.0122,55.3947,-14.3825,0.7404,超デバフ,71.3582,81.8985,-10.5403,0.8713,デバフ,超デバフ,-15.8207,-11.5943
__ALL__,1,tenji_diff,preview,-0.10以下,1302,192282,38.3257,55.3947,-17.069,0.6919,超デバフ,69.3548,81.8985,-12.5436,0.8468,デバフ,超デバフ,-16.5,-13.798
__ALL__,1,tenji_rank_calc,preview,1位,58042,192282,62.9871,55.3947,7.5925,1.1371,バフ,86.4271,81.8985,4.5286,1.0553,中立,バフ,7.5925,4.5286
__ALL__,1,tenji_rank_calc,preview,2位,42339,192282,56.8766,55.3947,1.482,1.0268,中立,83.3227,81.8985,1.4242,1.0174,中立,中立,1.482,1.4242
__ALL__,1,tenji_rank_calc,preview,3位,32568,192282,53.2455,55.3947,-2.1492,0.9612,中立,81.1563,81.8985,-0.7421,0.9909,中立,中立,-2.1492,-0.7421
__ALL__,1,tenji_rank_calc,preview,4-6位,59329,192282,48.0878,55.3947,-7.3069,0.8681,デバフ,76.8579,81.8985,-5.0406,0.9385,中立,デバフ,-7.3069,-5.0406
__ALL__,1,tilt,preview,-0.5以下,118509,192282,54.8077,55.3947,-0.587,0.9894,中立,81.3744,81.8985,-0.5241,0.9936,中立,中立,-0.1761,-0.1572
__ALL__,1,tilt,preview,0,67398,192282,56.7584,55.3947,1.3637,1.0246,中立,82.8749,81.8985,0.9764,1.0119,中立,中立,0.4091,0.2929
__ALL__,1,tilt,preview,0-0.5,5460,192282,51.9231,55.3947,-3.4716,0.9373,中立,81.4286,81.8985,-0.4699,0.9943,中立,中立,-1.0415,-0.141
__ALL__,1,tilt,preview,0.5超,911,192282,51.5917,55.3947,-3.803,0.9313,中立,80.5708,81.8985,-1.3277,0.9838,中立,中立,-1.1409,-0.3983
__ALL__,1,wave_height,morning,2-4cm,83960,192282,54.6844,55.3947,-0.7103,0.9872,中立,81.5269,81.8985,-0.3715,0.9955,中立,中立,-0.2486,-0.13
__ALL__,1,wave_height,morning,4-6cm,29028,192282,51.5743,55.3947,-3.8203,0.931,中立,79.8953,81.8985,-2.0032,0.9755,中立,中立,-1.3371,-0.7011
__ALL__,1,wave_height,morning,6cm+,9964,192282,48.4544,55.3947,-6.9402,0.8747,デバフ,79.2553,81.8985,-2.6431,0.9677,中立,デバフ,-2.4291,-0.9251
__ALL__,1,wave_height,morning,<2cm,69329,192282,58.8513,55.3947,3.4566,1.0624,中立,83.5668,81.8985,1.6683,1.0204,中立,中立,1.2098,0.5839
__ALL__,1,wind_speed,morning,2-4m,87485,192282,56.0496,55.3947,0.6549,1.0118,中立,82.2632,81.8985,0.3648,1.0045,中立,中立,0.2292,0.1277
__ALL__,1,wind_speed,morning,4-6m,42039,192282,52.2919,55.3947,-3.1028,0.944,中立,80.0638,81.8985,-1.8347,0.9776,中立,中立,-1.086,-0.6421
__ALL__,1,wind_speed,morning,6m+,14137,192282,47.8036,55.3947,-7.591,0.863,デバフ,78.3617,81.8985,-3.5367,0.9568,中立,デバフ,-2.6569,-1.2379
__ALL__,1,wind_speed,morning,<2m,48621,192282,59.1061,55.3947,3.7115,1.067,中立,83.8568,81.8985,1.9583,1.0239,中立,中立,1.299,0.6854
__ALL__,2,ai_3ren_pct,morning,20-30,9443,192282,3.1028,13.787,-10.6842,0.2251,超デバフ,24.1131,57.2503,-33.1372,0.4212,超デバフ,超デバフ,-10.6842,-20.0
__ALL__,2,ai_3ren_pct,morning,30-40,19407,192282,5.0703,13.787,-8.7167,0.3678,超デバフ,34.7658,57.2503,-22.4845,0.6073,超デバフ,超デバフ,-8.7167,-20.0
__ALL__,2,ai_3ren_pct,morning,40-50,30627,192282,6.922,13.787,-6.865,0.5021,超デバフ,45.1432,57.2503,-12.1071,0.7885,超デバフ,超デバフ,-6.865,-12.1071
